state_fips,state,state_abbr,zipcode,county,city,citylower
36,New york,NY,12926,Franklin,Constable,constable
36,New york,NY,12927,St. Lawrence,Cranberry lake,cranberry lake
36,New york,NY,12928,Essex,Crown point,crown point
36,New york,NY,12930,Franklin,Dickinson center,dickinson center
36,New york,NY,12932,Essex,Elizabethtown,elizabethtown
36,New york,NY,12934,Clinton,Ellenburg center,ellenburg center
36,New york,NY,12935,Clinton,Ellenburg depot,ellenburg depot
36,New york,NY,12936,Essex,Essex,essex
36,New york,NY,12937,Franklin,Fort covington,fort covington
36,New york,NY,12941,Essex,Jay,jay
36,New york,NY,12942,Essex,Keene,keene
36,New york,NY,12943,Essex,Saint huberts,saint huberts
36,New york,NY,12944,Essex,Keeseville,keeseville
36,New york,NY,12945,Franklin,Upper saint regi,upper saint regi
36,New york,NY,12946,Essex,North pole,north pole
36,New york,NY,12950,Essex,Lewis,lewis
36,New york,NY,12952,Clinton,Lyon mountain,lyon mountain
36,New york,NY,12953,Franklin,Malone,malone
36,New york,NY,12955,Clinton,Merrill,merrill
36,New york,NY,12956,Essex,Mineville,mineville
36,New york,NY,12957,Franklin,Moira,moira
36,New york,NY,12958,Clinton,Mooers,mooers
36,New york,NY,12959,Clinton,Mooers forks,mooers forks
36,New york,NY,12960,Essex,Moriah,moriah
36,New york,NY,12961,Essex,Moriah center,moriah center
36,New york,NY,12962,Clinton,Morrisonville,morrisonville
36,New york,NY,12964,Essex,New russia,new russia
36,New york,NY,12965,St. Lawrence,Nicholville,nicholville
36,New york,NY,12966,Franklin,Bangor,bangor
36,New york,NY,12967,St. Lawrence,North lawrence,north lawrence
36,New york,NY,12969,Franklin,Owls head,owls head
36,New york,NY,12970,Franklin,Paul smiths,paul smiths
36,New york,NY,12972,Clinton,Peru,peru
36,New york,NY,12974,Essex,Port henry,port henry
36,New york,NY,12979,Clinton,Rouses point,rouses point
36,New york,NY,12980,Franklin,Saint regis fall,saint regis fall
36,New york,NY,12981,Clinton,Saranac,saranac
36,New york,NY,12983,Franklin,Saranac lake,saranac lake
36,New york,NY,12985,Clinton,Schuyler falls,schuyler falls
36,New york,NY,12986,Franklin,Sunmount,sunmount
36,New york,NY,12987,Essex,Upper jay,upper jay
36,New york,NY,12989,Franklin,Vermontville,vermontville
36,New york,NY,12992,Clinton,West chazy,west chazy
36,New york,NY,12993,Essex,Westport,westport
36,New york,NY,12996,Essex,Willsboro,willsboro
36,New york,NY,129HH,Clinton,Zcta 129hh,zcta 129hh
36,New york,NY,129XX,Franklin,Zcta 129xx,zcta 129xx
36,New york,NY,13021,Cayuga,Auburn,auburn
36,New york,NY,13026,Cayuga,Aurora,aurora
36,New york,NY,13027,Onondaga,Baldwinsville,baldwinsville
36,New york,NY,13028,Oswego,Bernhards bay,bernhards bay
36,New york,NY,13029,Onondaga,Brewerton,brewerton
36,New york,NY,13030,Onondaga,Bridgeport,bridgeport
36,New york,NY,13031,Onondaga,Camillus,camillus
36,New york,NY,13032,Madison,Canastota,canastota
36,New york,NY,13033,Cayuga,Cato,cato
36,New york,NY,13034,Cayuga,Cayuga,cayuga
36,New york,NY,13035,Madison,Cazenovia,cazenovia
36,New york,NY,13036,Oswego,Central square,central square
36,New york,NY,13037,Madison,Chittenango,chittenango
36,New york,NY,13039,Onondaga,Cicero,cicero
36,New york,NY,13040,Cortland,Cincinnatus,cincinnatus
36,New york,NY,13041,Onondaga,Clay,clay
36,New york,NY,13042,Oneida,Cleveland,cleveland
36,New york,NY,13044,Oswego,Constantia,constantia
36,New york,NY,13045,Cortland,Cortland,cortland
36,New york,NY,13052,Madison,De ruyter,de ruyter
36,New york,NY,13053,Tompkins,Dryden,dryden
36,New york,NY,13054,Oneida,Durhamville,durhamville
36,New york,NY,13057,Onondaga,East syracuse,east syracuse
36,New york,NY,13060,Onondaga,Elbridge,elbridge
36,New york,NY,13061,Madison,Erieville,erieville
36,New york,NY,13062,Tompkins,Etna,etna
36,New york,NY,13063,Onondaga,Fabius,fabius
36,New york,NY,13066,Onondaga,Fayetteville,fayetteville
36,New york,NY,13068,Tompkins,Freeville,freeville
36,New york,NY,13069,Oswego,Fulton,fulton
36,New york,NY,13071,Cayuga,Genoa,genoa
36,New york,NY,13072,Madison,Georgetown,georgetown
36,New york,NY,13073,Tompkins,Groton,groton
36,New york,NY,13074,Oswego,Hannibal,hannibal
36,New york,NY,13076,Oswego,Hastings,hastings
36,New york,NY,13077,Cortland,Homer,homer
36,New york,NY,13078,Onondaga,Jamesville,jamesville
36,New york,NY,13080,Onondaga,Jordan,jordan
36,New york,NY,13081,Cayuga,King ferry,king ferry
36,New york,NY,13082,Madison,Kirkville,kirkville
